example1	1	0.0
example1	2	0.0
example1	4	0.0
example1	8	0.0
example1	16	0.0
example1	32	0.0
example1	64	0.0
example1	128	0.0
example1	256	0.0
example1	512	0.0
example1	1024	0.0
example1	2048	0.0
example1	4096	0.0
example1	8192	0.0009963512420654297
example1	16384	0.0009968280792236328
example1	32768	0.0019931793212890625
example1	65536	0.002990245819091797
example1	131072	0.0059795379638671875
example1	262144	0.011960029602050781
example1	524288	0.022923707962036133
example2	1	0.0
example2	2	0.0
example2	4	0.0
example2	8	0.0
example2	16	0.0
example2	32	0.0
example2	64	0.0
example2	128	0.0
example2	256	0.0
example2	512	0.0
example2	1024	0.0009965896606445312
example2	2048	0.0
example2	4096	0.0
example2	8192	0.0
example2	16384	0.0
example2	32768	0.0009963512420654297
example2	65536	0.0019936561584472656
example2	131072	0.0029904842376708984
example2	262144	0.005979299545288086
example2	524288	0.01096343994140625
example3	1	0.0
example3	2	0.0
example3	4	0.0
example3	8	0.0
example3	16	0.0
example3	32	0.0
example3	64	0.0
example3	128	0.0
example3	256	0.0019927024841308594
example3	512	0.0039865970611572266
example3	1024	0.019933700561523438
example3	2048	0.08324313163757324
example3	4096	0.3604307174682617
example3	8192	1.4929263591766357
example3	16384	5.898882627487183
example3	32768	23.53587532043457
example3	65536	94.62893581390381
example3	131072	377.4707221984863
example3	262144	1518.6130151748657
example3	524288	6060.937367677689
example4	1	0.0
example4	2	0.0
example4	4	0.0
example4	8	0.0
example4	16	0.0
example4	32	0.0
example4	64	0.0
example4	128	0.0
example4	256	0.0
example4	512	0.0
example4	1024	0.0
example4	2048	0.0
example4	4096	0.0009961128234863281
example4	8192	0.0009970664978027344
example4	16384	0.0019931793212890625
example4	32768	0.002990245819091797
example4	65536	0.003985881805419922
example4	131072	0.0069773197174072266
example4	262144	0.015283584594726562
example4	524288	0.03288984298706055

------------------------------------------

example1	64	        0.0
example1	128	        0.0
example1	256	        0.0
example1	512	        0.0
example1	1024	    0.0
example1	2048	    0.0
example1	4096	    0.0
example1	8192	    0.0009963512420654297
example1	16384	    0.0009965896606445312
example1	32768	    0.001992940902709961
example1	65536	    0.002499818801879883
example1	131072	    0.005975008010864258
example1	262144	    0.011960268020629883
example1	524288	    0.02292323112487793
example1	1048576	    0.04653143882751465
example1	2097152	    0.08969998359680176
example1	4194304	    0.18438935279846191
example1	8388608	    0.364778995513916
example1	16777216	0.7311944961547852
example1	33554432	1.4503898620605469
example1	67108864	2.9228439331054688
example1	134217728	5.8378918170928955
example1	268435456	11.686137437820435
example1	536870912	23.220694541931152
example1	1073741824	47.13959741592407
example1	2147483648	132.6245322227478

example2	64	        0.0
example2	128	        0.0
example2	256	        0.0
example2	512	        0.0
example2	1024	    0.0
example2	2048	    0.0
example2	4096	    0.0
example2	8192	    0.0009963512420654297
example2	16384	    0.0
example2	32768	    0.0009965896606445312
example2	65536	    0.0019936561584472656
example2	131072	    0.001992940902709961
example2	262144	    0.004983425140380859
example2	524288	    0.011960506439208984
example2	1048576	    0.022922992706298828
example2	2097152	    0.04598665237426758
example2	4194304	    0.09120535850524902
example2	8388608	    0.1803898811340332
example2	16777216	0.3647792339324951
example2	33554432	0.7570688724517822
example2	67108864	1.4569673538208008
example2	134217728	2.9161064624786377
example2	268435456	5.856250047683716
example2	536870912	11.693713426589966
example2	1073741824	23.528537273406982
example2	2147483648	65.0375816822052

example3	1	        0.0
example3	2	        0.0
example3	4	        0.0
example3	8	        0.0
example3	16	        0.0
example3	32	        0.0
example3	64	        0.0
example3	128	        0.0
example3	256	        0.0019927024841308594
example3	512	        0.0039865970611572266
example3	1024	    0.019933700561523438
example3	2048	    0.08324313163757324
example3	4096	    0.3604307174682617
example3	8192	    1.4929263591766357
example3	16384	    5.898882627487183
example3	32768	    23.53587532043457
example3	65536	    94.62893581390381
example3	131072	    377.4707221984863
example3	262144	    1518.6130151748657
example3	524288	    6060.937367677689
example3	1048576	    -
example3	2097152	    -
example3	4194304	    -	
example3	8388608	    -	
example3	16777216	-	
example3	33554432	-	
example3	67108864	-
example3	134217728	-
example3	268435456	-
example3	536870912	-
example3	1073741824	-
example3	2147483648	-

example4	64	        0.0
example4	128	        0.0
example4	256	        0.0
example4	512	        0.0
example4	1024	    0.0
example4	2048	    0.0
example4	4096	    0.0009970664978027344
example4	8192	    0.0009965896606445312
example4	16384	    0.0009965896606445312
example4	32768	    0.0019931793212890625
example4	65536	    0.003986358642578125
example4	131072	    0.006976604461669922
example4	262144	    0.014729499816894531
example4	524288	    0.028903722763061523
example4	1048576	    0.057805776596069336
example4	2097152	    0.11725354194641113
example4	4194304	    0.23222875595092773
example4	8388608	    0.45861053466796875
example4	16777216	0.9340457916259766
example4	33554432	1.8919081687927246
example4	67108864	3.731168746948242
example4	134217728	7.39918327331543
example4	268435456	15.010149002075195
example4	536870912	29.73339009284973
example4	1073741824	60.53030729293823
example4	2147483648	157.29654836654663
